Filename,QS_Safer,City,Latitude,Longitude
img1.jpg,7.424496687,Boston,42.3809,-71.0665
img3.jpg,6.941864154,New York City,40.7875,-73.9528
img4.jpg,6.359093833,New York City,40.7728,-73.9584
img6.jpg,6.700024852,New York City,40.7743,-73.9096
img8.jpg,6.817278516,New York City,40.7571,-73.962
img9.jpg,4.989425959,New York City,40.6075,-73.9923
img10.jpg,1.57188879,New York City,40.6754,-74.0143
img11.jpg,4.09803327,New York City,40.7724,-73.8999
img12.jpg,3.771553822,Linz,48.31833,14.28917
img17.jpg,3.648602719,New York City,40.68,-73.9587
img19.jpg,7.484739086,New York City,40.6859,-73.9864
img20.jpg,4.699349985,New York City,40.6539,-73.9326
img22.jpg,2.791109115,New York City,40.6235,-73.9379
img23.jpg,3.7290245,New York City,40.7646,-73.9954
img24.jpg,4.623958201,New York City,40.6482,-73.9607
img27.jpg,5.084615392,New York City,40.7282,-73.8446
img28.jpg,5.709201707,New York City,40.7414,-73.9172
img30.jpg,6.56215976,Boston,42.2901,-71.0552
img32.jpg,4.972037751,Boston,42.3762,-71.1036
img34.jpg,5.51088873,Linz,48.31583,14.27717
img35.jpg,5.311882783,Salzburg,47.80083,13.04067
img36.jpg,5.095064494,Linz,48.29,14.26717
img37.jpg,3.015994612,Boston,42.3313,-71.0707
img38.jpg,6.065999931,Boston,42.3377,-71.0979
img39.jpg,4.022608286,Boston,42.383,-71.1195
img40.jpg,6.788131358,Boston,42.3512,-71.1169
img42.jpg,5.685391984,Boston,42.3742,-71.0338
img44.jpg,5.797932355,Boston,42.3219,-71.0506
img45.jpg,4.29612777,Boston,42.3183,-71.083
img46.jpg,2.078374205,Boston,42.3246,-71.0698
img47.jpg,3.927886958,Boston,42.367,-71.1147
img48.jpg,6.263967476,Boston,42.3977,-71.1172
img49.jpg,7.826066054,Boston,42.3441,-71.1285
img50.jpg,3.484088988,Linz,48.30633,14.27183
img51.jpg,5.410125065,New York City,40.7647,-73.9232
img52.jpg,3.571211965,New York City,40.6959,-73.9722
img55.jpg,4.781312115,New York City,40.6706,-73.896
img57.jpg,4.180914141,New York City,40.6149,-73.9595
img58.jpg,5.270614034,New York City,40.6934,-73.9666
img59.jpg,3.082769795,New York City,40.6593,-73.9425
img60.jpg,4.431053778,New York City,40.7438,-73.9157
img62.jpg,3.701631475,New York City,40.68,-73.9587
img67.jpg,2.666092106,New York City,40.6539,-73.9326
img68.jpg,4.93533105,New York City,40.6563,-73.9215
img72.jpg,6.868597604,Boston,42.3661,-71.1259
img73.jpg,4.773764607,Boston,42.3024,-71.0679
img74.jpg,5.716022737,Boston,42.3585,-71.1449
img75.jpg,6.891759676,Boston,42.2883,-71.0682
img76.jpg,7.337724508,Boston,42.3169,-71.1108
img77.jpg,5.341729337,Boston,42.3907,-71.1297
img78.jpg,6.217158322,Boston,42.2872,-71.0677
img79.jpg,5.852815118,New York City,40.8867,-73.9136
img80.jpg,6.770750773,Boston,42.3359,-71.05
img82.jpg,4.505182576,New York City,40.7384,-73.8725
img83.jpg,7.640041205,Boston,42.3291,-71.1191
img84.jpg,5.992015351,Boston,42.339,-71.049
img85.jpg,2.671335849,Boston,42.3903,-71.0333
img86.jpg,5.741139327,New York City,40.6859,-73.9864
img89.jpg,6.106905141,Linz,48.30917,14.27683
img90.jpg,4.170675431,Linz,48.30033,14.28733
img91.jpg,4.67247308,Linz,48.3,14.28717
img92.jpg,5.587787158,Linz,48.30083,14.29033
img93.jpg,6.802896278,Linz,48.30033,14.28783
img94.jpg,5.121043175,Linz,48.29967,14.28233
img95.jpg,4.125997211,Linz,48.3,14.28717
img96.jpg,4.69530486,Linz,48.29917,14.285
img100.jpg,4.238258847,New York City,40.7664,-73.9306
img107.jpg,5.576303219,New York City,40.737,-74
img108.jpg,5.844967547,Boston,42.3316,-71.0426
img109.jpg,4.777545824,Linz,48.31117,14.2835
img110.jpg,3.370971158,Linz,48.31117,14.28333
img111.jpg,6.337439347,Boston,42.3505,-71.1226
img112.jpg,6.91111679,Boston,42.3344,-71.04
img113.jpg,5.306957969,Boston,42.2947,-71.0537
img114.jpg,4.82949047,Linz,48.3085,14.29117
img115.jpg,7.000624436,Boston,42.3499,-71.0703
img116.jpg,4.742474712,Boston,42.2905,-71.0716
img118.jpg,3.783174186,Linz,48.31117,14.2835
img120.jpg,5.809816948,New York City,40.6477,-74.0101
img121.jpg,6.310235684,Linz,48.30817,14.29033
img122.jpg,5.049405821,Boston,42.3345,-71.1147
img125.jpg,3.369712181,New York City,40.7177,-73.965
img126.jpg,4.708711043,New York City,40.6511,-73.8389
img128.jpg,4.674989338,New York City,40.6452,-73.9968
img131.jpg,6.932208092,New York City,40.8098,-73.9582
img132.jpg,3.078404661,New York City,40.8267,-73.921
img133.jpg,3.900718572,New York City,40.6563,-73.9215
img134.jpg,3.301131608,Linz,48.302,14.264
img136.jpg,2.254011387,New York City,40.584,-73.96
img137.jpg,5.026791428,Boston,42.3592,-71.1305
img138.jpg,5.64696882,New York City,40.6786,-73.9061
img139.jpg,3.971312126,New York City,40.6924,-73.9071
img140.jpg,5.486942893,Boston,42.2901,-71.0552
img142.jpg,5.659443549,New York City,40.7094,-73.963
img143.jpg,3.755176925,New York City,40.7403,-73.895
img144.jpg,3.22958349,New York City,40.6822,-73.9608
img146.jpg,3.021568335,New York City,40.6786,-73.986
img147.jpg,7.05832722,New York City,40.7396,-73.9847
img148.jpg,5.810211959,New York City,40.789,-73.976
img149.jpg,4.793306214,Linz,48.30233,14.283
img150.jpg,2.752813301,Salzburg,47.812,13.06467
img152.jpg,4.936073186,Linz,48.308,14.2475
img153.jpg,5.098215755,Linz,48.3025,14.28267
img154.jpg,4.043841807,Linz,48.3025,14.28267
img156.jpg,4.561789315,Linz,48.30067,14.28233
img157.jpg,4.680783619,Linz,48.30633,14.30783
img159.jpg,4.037169452,Linz,48.3025,14.28267
img160.jpg,6.058178906,Linz,48.3025,14.28267
img161.jpg,4.542036048,Salzburg,47.81167,13.06183
img162.jpg,4.346364838,Salzburg,47.812,13.063
img165.jpg,3.982962286,New York City,40.6628,-73.9326
img168.jpg,4.638310524,New York City,40.7006,-73.8888
img169.jpg,4.921199318,New York City,40.6536,-74.0032
img171.jpg,4.162318052,New York City,40.7454,-73.9557
img172.jpg,5.085903204,New York City,40.7956,-73.9741
img173.jpg,5.347843617,Boston,42.3537,-71.1466
img174.jpg,6.705598739,Boston,42.3521,-71.1303
img175.jpg,4.045886583,Salzburg,47.81567,13.02017
img176.jpg,4.218150564,Salzburg,47.81583,13.01933
img177.jpg,5.223682124,Boston,42.3106,-71.0836
img178.jpg,5.248324648,Salzburg,47.8065,13.03483
img179.jpg,5.041230921,Salzburg,47.79517,13.03
img180.jpg,5.806311456,Boston,42.36,-71.0664
img182.jpg,4.700661293,Salzburg,47.81367,13.02167
img183.jpg,4.357204504,Salzburg,47.81033,13.0265
img186.jpg,5.12591417,Linz,48.27067,14.282
img187.jpg,5.733524073,Linz,48.27233,14.28083
img188.jpg,4.649346895,Linz,48.272,14.2825
img189.jpg,3.665117042,Linz,48.272,14.2825
img191.jpg,5.568113284,Linz,48.27283,14.28683
img192.jpg,3.517149835,Linz,48.27283,14.28683
img193.jpg,4.722257315,Linz,48.27283,14.28683
img194.jpg,2.722762399,Linz,48.27283,14.28683
img197.jpg,5.024762435,Boston,42.3799,-71.117
img198.jpg,4.086095101,Boston,42.3738,-71.0886
img199.jpg,3.382182458,Boston,42.3304,-71.1243
img200.jpg,3.662459503,Boston,42.2944,-71.0526
img201.jpg,4.630261562,Boston,42.3519,-71.0756
img202.jpg,4.334977543,Boston,42.342,-71.1189
